post_id,topic_id,post_number,link,name,created_at,updated_at,reminder_type,reminder_at,reminder_last_sent_at,reminder_set_at,auto_delete_preference
1969467,47076,11,https://forum.gethopscotch.com/t/https-forum-gethopscotch-com-t-jonnygamers-general-topic-season-2-frying-magikarps-and-the-invasion-of-bidoof-drop-de-doodle-doo-no-one-knows-who-wrote-dis-proffes-ionalley-almighty-hamill-totes-my-goats-chips-ahoy-41618-4336/47076/11,,2020-05-21 22:49:24 UTC,2020-05-21 22:49:24 UTC,,,,,never
1969108,47072,93,https://forum.gethopscotch.com/t/kkekskwlwlwlwkkwlmhi-hi/47072/93,,2020-05-21 22:49:24 UTC,2020-05-21 22:49:24 UTC,,,,,never
1964944,46995,326,https://forum.gethopscotch.com/t/a-general-topic-1/46995/326,,2020-05-21 22:49:24 UTC,2020-05-21 22:49:24 UTC,,,,,never
1919329,19347,1353,https://forum.gethopscotch.com/t/coans-code-advice/19347/1353,,2020-05-21 22:49:24 UTC,2020-05-21 22:49:24 UTC,,,,,never
1919324,19347,1349,https://forum.gethopscotch.com/t/coans-code-advice/19347/1349,,2020-05-21 22:49:24 UTC,2020-05-21 22:49:24 UTC,,,,,never
1629629,40080,1,https://forum.gethopscotch.com/t/drawing-on-paper-compared-to-an-ipad-shading-shaping-etc-topic-14-official/40080/1,,2020-05-21 22:49:24 UTC,2020-05-21 22:49:24 UTC,,,,,never
1738103,41618,3437,https://forum.gethopscotch.com/t/jonnygamers-general-topic-season-2-frying-magikarps-and-the-invasion-of-bidoof-drop-de-doodle-doo-no-one-knows-who-wrote-dis-proffes-ionalley-almighty-hamill-totes-my-goats-chips-ahoy/41618/3437,,2020-05-21 22:49:24 UTC,2020-05-21 22:49:24 UTC,,,,,never
1736927,41618,3234,https://forum.gethopscotch.com/t/jonnygamers-general-topic-season-2-frying-magikarps-and-the-invasion-of-bidoof-drop-de-doodle-doo-no-one-knows-who-wrote-dis-proffes-ionalley-almighty-hamill-totes-my-goats-chips-ahoy/41618/3234,,2020-05-21 22:49:24 UTC,2020-05-21 22:49:24 UTC,,,,,never
1735340,40131,36,https://forum.gethopscotch.com/t/supermariominigames-general-topic-jonnygamer-was-definitely-not-here/40131/36,,2020-05-21 22:49:24 UTC,2020-05-21 22:49:24 UTC,,,,,never
1734501,41618,3057,https://forum.gethopscotch.com/t/jonnygamers-general-topic-season-2-frying-magikarps-and-the-invasion-of-bidoof-drop-de-doodle-doo-no-one-knows-who-wrote-dis-proffes-ionalley-almighty-hamill-totes-my-goats-chips-ahoy/41618/3057,,2020-05-21 22:49:24 UTC,2020-05-21 22:49:24 UTC,,,,,never
1734007,42017,79,https://forum.gethopscotch.com/t/testing-topic-for-alternate-accounts/42017/79,,2020-05-21 22:49:24 UTC,2020-05-21 22:49:24 UTC,,,,,never
1515409,38768,1,https://forum.gethopscotch.com/t/jonnygamers-secret-topic/38768/1,,2020-05-21 22:49:24 UTC,2020-05-21 22:49:24 UTC,,,,,never
1729616,41940,1,https://forum.gethopscotch.com/t/pm-by-myself-finally-alone/41940/1,,2020-05-21 22:49:24 UTC,2020-05-21 22:49:24 UTC,,,,,never
1605164,23085,699,https://forum.gethopscotch.com/t/how-to-improve-hopscotch-blastfusion-closed/23085/699,,2020-05-21 22:49:24 UTC,2020-05-21 22:49:24 UTC,,,,,never
1721018,41835,1,https://forum.gethopscotch.com/t/random-math-problem-solvers-topic/41835/1,,2020-05-21 22:49:24 UTC,2020-05-21 22:49:24 UTC,,,,,never
1712740,41694,2,https://forum.gethopscotch.com/t/data-export-complete/41694/2,,2020-05-21 22:49:24 UTC,2020-05-21 22:49:24 UTC,,,,,never
1700753,41528,1,https://forum.gethopscotch.com/t/espresso-machine/41528/1,,2020-05-21 22:49:24 UTC,2020-05-21 22:49:24 UTC,,,,,never
1681544,41279,1,https://forum.gethopscotch.com/t/data-export-complete/41279/1,,2020-05-21 22:49:24 UTC,2020-05-21 22:49:24 UTC,,,,,never
1678995,41253,1,https://forum.gethopscotch.com/t/data-export-complete/41253/1,,2020-05-21 22:49:24 UTC,2020-05-21 22:49:24 UTC,,,,,never
1702267,41549,1,https://forum.gethopscotch.com/t/data-export-complete/41549/1,,2020-05-21 22:49:24 UTC,2020-05-21 22:49:24 UTC,,,,,never
1687213,19347,1160,https://forum.gethopscotch.com/t/coans-code-advice/19347/1160,,2020-05-21 22:49:24 UTC,2020-05-21 22:49:24 UTC,,,,,never
1671227,41143,15,https://forum.gethopscotch.com/t/j-got-a-new-phone-gt/41143/15,,2020-05-21 22:49:24 UTC,2020-05-21 22:49:24 UTC,,,,,never
2190,622,1,https://forum.gethopscotch.com/t/please-dont-post-in-this-topic-oldest-topic-with-0-postos-jonnygamer/622/1,,2020-05-21 22:49:24 UTC,2020-05-21 22:49:24 UTC,,,,,never
1171508,34054,40,https://forum.gethopscotch.com/t/how-to-check-your-number-of-followers/34054/40,,2020-05-21 22:49:24 UTC,2020-05-21 22:49:24 UTC,,,,,never
1191050,34438,1,https://forum.gethopscotch.com/t/the-numberphile-topic-the-official-nerdy-math-topic-old/34438/1,,2020-05-21 22:49:24 UTC,2020-05-21 22:49:24 UTC,,,,,never
686515,23819,1,https://forum.gethopscotch.com/t/changes-to-leadership-in-the-forum/23819/1,,2020-05-21 22:49:24 UTC,2020-05-21 22:49:24 UTC,,,,,never
1640797,19347,1077,https://forum.gethopscotch.com/t/coans-code-advice/19347/1077,,2020-05-21 22:49:24 UTC,2020-05-21 22:49:24 UTC,,,,,never
1650659,40357,2,https://forum.gethopscotch.com/t/glitchmoticons-create-your-own-emoticon/40357/2,,2020-05-21 22:49:24 UTC,2020-05-21 22:49:24 UTC,,,,,never
2090348,38185,72,https://forum.gethopscotch.com/t/3d-platform-in-hopscotch-topic/38185/72,Iframe project,2021-05-25 06:15:37 UTC,2021-05-25 06:15:37 UTC,,,,2021-05-25 06:15:37 UTC,never
2747274,55578,302,https://forum.gethopscotch.com/t/pixel-art-and-requests-for-fenith/55578/302,-1 pixel art,2021-05-26 05:23:36 UTC,2021-05-26 05:23:36 UTC,,,,2021-05-26 05:23:36 UTC,never
3093773,60006,4091,https://forum.gethopscotch.com/t/you-can-talk-about-your-hopscotch-coding-here-24-official/60006/4091,Should tv quote me,2021-05-26 05:25:56 UTC,2021-05-26 05:25:56 UTC,,,,2021-05-26 05:25:56 UTC,never
3148418,60623,4516,https://forum.gethopscotch.com/t/you-can-talk-about-your-hopscotch-coding-here-26-official/60623/4516,Finally figured how to overlap ordinary text,2021-05-26 06:01:03 UTC,2021-05-26 06:01:03 UTC,,,,2021-05-26 06:01:03 UTC,never
2224168,46998,7619,https://forum.gethopscotch.com/t/uwu-tv-topic-of-semi-topicness-tv-is-the-best-ig-rex-tv-is-super-duper-epic-go-spamlike-her-or-somethin-fp-i-agree-tv-is-the-best-6-tv-is-awesome-tankt-yeah-tv-is-awesomazing-apricity-tv-is-the-absolute-best-fuwa-tvs-are-fine-hser/46998/7619,Yum george,2021-05-26 06:19:52 UTC,2021-05-26 06:19:52 UTC,,,,2021-05-26 06:19:52 UTC,never
2238867,24298,4021,https://forum.gethopscotch.com/t/thedrawers-general-topic/24298/4021,Yeet,2021-05-26 06:26:51 UTC,2021-05-26 06:26:51 UTC,,,,2021-05-26 06:26:51 UTC,never
2025027,47787,3726,https://forum.gethopscotch.com/t/hyped-for-frozen-2-because-im-5/47787/3726,Juice sleeve,2021-05-26 06:54:33 UTC,2021-05-26 06:54:33 UTC,,,,2021-05-26 06:54:33 UTC,never
3149909,60623,4928,https://forum.gethopscotch.com/t/you-can-talk-about-your-hopscotch-coding-here-26-official/60623/4928,Hopscotch for Hopscotch,2021-05-27 14:54:54 UTC,2021-05-27 14:54:54 UTC,,,,2021-05-27 14:54:54 UTC,never
3150250,60623,5108,https://forum.gethopscotch.com/t/you-can-talk-about-your-hopscotch-coding-here-26-official/60623/5108,Look,2021-05-27 22:32:33 UTC,2021-05-27 22:32:33 UTC,,,,2021-05-27 22:32:33 UTC,never
3150239,60623,5100,https://forum.gethopscotch.com/t/you-can-talk-about-your-hopscotch-coding-here-26-official/60623/5100,Notif,2021-05-27 22:32:41 UTC,2021-05-27 22:32:41 UTC,,,,2021-05-27 22:32:41 UTC,never
